sessionid,day,time,duration,room,track,type,kids category,title,description,participants
434,Mon,10:00 AM,1hr 15min,Marina 1,Comics,Panel,Welcome,Stan Lee Retrospective,"As comics' most famous face, Smilin' Stan Lee was billed as the creative force behind The Avengers, Spider-Man and The X-Men. While he didn't do it alone, he's often credited as Marvel's mastermind. Even after his passing, Stan Lee remains a complex figure as who promoted comics like no one else, but didn't always recognize the artists who brought our favorite characters to life on the page. This panel will remember not just Stan, but all the artists who created our favorites."," Dan Toland, Ken Gale, Kevin Cafferty, Michael A. Burstein (m), Marianna Martin PhD"
435,Sun,10:00 AM,1hr 15min,Stone,Comics,Panel,Welcome,Current Events in Comics,"Ever since the Golden Age, comics haven't shied away from tackling the big stores that affect the real world. From fighting Nazis in the 40's, the Civil Rights Movement and the Vietnam War in the 60's, to today's headlines that remind us that we're not done fighting yet. Our panelists will confront the hits and misses of seeing real world issues played out in comic books of all kinds.","Ken Gale (m), Emperor Joey-1, Israel Peskowitz"
436,Mon,2:30 PM,1hr 15min,Marina 4,Comics,Panel,Welcome,How Important is Continuity in Comics?," For many comics fans, continuity is an essential part of storytelling that must be strictly adhered to. Writers and editors seem to put an incredible amount of effort into maintaining the narrative tapestries that have been woven for characters over decades. That is, until its time for a reboot to throw out the comfortable and familiar to make room for a new direction! With reboots becoming more and more frequent, this panel will explore whether or not continuity really matters anymore."," Israel Peskowitz, Kyri Lorenz, Mark L Amidon, Sioban Krzywicki (m), Lisa Batya Feld"
438,Fri,8:30 PM,1hr 15min,Douglas,Art & Maker,Panel,Welcome,Materials of the Medium,"Every art medium has materials used that have their own limitations and specific qualities. This panel will discuss those limitations, qualities, and some unusual and unexpected materials."," Scott Lefton, Julia Austein, Sarah ""Tashari"" Morrison (m), Lisa Hertel, Kristina Carroll"
439,Sat,5:30 PM,1hr 15min,Douglas,Art & Maker,Panel,Welcome,So You Want to Show Your Art (Beyond Arisia),"It can be intimidating thinking about getting your art in a professional art show. The panel will discuss how to show at an art fair, show, or other event, what kind of events exist, what practices are predatory, and how to tell if it's a good show to enter. What you need to get ready, and what you will need to be successful as a professional artist."," Lisa Hertel, Anne E.G. Nydam, James Hailer, Nicholas ""phi"" Shectman (m)"
441,Sun,4:00 PM,1hr 15min,Marina 4,Art & Maker,Panel,Welcome,Designing the Impossible,"You'll be hard-pressed to find anatomical guides for fantastical creatures and blueprints for future-tech. Despite this, fantasy and sci-fi artists regularly depict impossible subjects that still manage to feel believable. Our panelists will discuss the techniques they use to bridge the gap between real-world concepts and their wondrous counterparts."," Anne E.G. Nydam, Nightwing Whitehead, James Hailer, Griffin Ess  (m), Kristina Carroll"
442,Sat,2:30 PM,1hr 15min,Faneuil,Art & Maker,Panel,Welcome,Photographing Respectfully,"This panel will address, for amateurs and emerging artists, how to respectfully take and share photographs of models, cosplayers, performers, and community members. "," Israel Peskowitz, Kate Wechsler, Michael Meissner, Ken Kingsgrave-Ernstein, Raven Stern  (m)"
446,Sun,11:30 AM,1hr 15min,Stone,Comics,Panel,Welcome,Branching out from the Big Two," While Marvel and DC dominate the comics landscape with hundreds of super hero titles between them, other publishers such as Image, Dark Horse and IDW are staking a larger claim on the audience every month. This begs the question, can we really call DC and Marvel ""The Big Two""? anymore? As the readership grows, perhaps its time to make room for a Big Three or even a Big Four. ","Alison Wilgus (m), Jaime Garmendia, Mark ""Justin"" Waks, Donna Martinez, Emperor Joey-1"
448,Sun,2:30 PM,1hr 15min,Otis,Cosplay & Costuming,Panel,Welcome,Costuming and Movement,"Costumes, by nature have to move! As wearable art, how to we account for movement, flexibility, drape, flow and rigidity of our materials to bring our costumes to life. Learn  how to make costumes that are not just static!"," Lilli Fehler, Mark Millman, Raven Stern  (m), Barbara M Pugliese, Basil El Halwagy, Ken Kingsgrave-Ernstein"
449,Sun,10:00 AM,1hr 15min,Independence,Meetups,Meetup,Only w/ Parent,Parents of teens/tweens meetup,Do you want to meet other Arisia attendees that are parents of teens or tweens?  Come share advice or just some stories., Ilene Tatroe (m)
450,Sat,4:00 PM,1hr 15min,Bulfinch,Meetups,Meetup,Only w/ Parent,Fans over 65 Meetup,Have you been a fan all your life or did you recently get into fandom?  Either way come get together with other fans over 65., Morven Westfield (m)
454,Fri,7:00 PM,1hr 15min,Stone,Meetups,Meetup,Welcome,POC Meetup,"Colorism often manifests even in communities of color, complicating ethic and racial heritage beyond what may be visible to outsiders. Regardless, being a person of color in the geek community can be isolating and alienating, particularly as minority creators, characters, and publishers are often erased and/or whitewashed. Join fellow geeks of color in a safer space to celebrate the joy of fandom without the white gaze. (To maintain a safe space, Allies are asked not to attend.)"," Diana Hsu (m), Monique ""Moniquill"" Poirier, Cadwell Turnbull"
455,Sat,2:30 PM,1hr 15min,Marina 3,Comics,Panel,Welcome,Batman: 80 Years in the Shadow of the Bat,"2019 marked the 80th anniversary of Batman, who is easily the world's most recognized and successful super hero ever. Few characters in popular culture have seen the range of portrayals that the Caped Crusader has. Batman has been everything from a ruthless, brooding vigilante to campy kids' hero. And we couldn't discuss Batman without Robin, the Boy Wonder and every member of ever-growing Bat Family. Join our panelists to celebrate 80 years of everyone's favorite Dark Knight."," James Hailer, Sam Schreiber, A.J. Odasso, Kyri Lorenz, Sioban Krzywicki (m)"
456,Sun,1:00 PM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,Learn a Bit of Karate,Learn a few basic karate moves. (No hitting allowed.) , Sioban Krzywicki
458,Sat,2:30 PM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,All About Poi ,"Poi is a performance art in which a ball or balls suspended from a length of flexible material, usually a plaited cord, are held in the hand and swung in circular patterns.  In this class, you will create practice poi and learn some basic dance moves. ", Forest Handford
459,Sat,2:30 PM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Targeted,Cartooning & Comic Creating,Learn how to draw cartoons and construct a comic., Mercy Van Vlack
460,Sat,4:00 PM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Targeted,Mask Making,"Masks make your personality, with costumes or not.",
461,Sun,1:00 PM,3hr,Hancock-FastTrack1,Fast Track,Panel,Welcome,"What Do You Mean, 10 and Up?","Have you been playing board games that say ""10 and up"" since you were 6? Wish you had? Come play with us. We will teach and play some board games intended for adults but accessible to children with a knack for board gaming. Feel free to bring your own (reasonably short) games."," James Cronen, Micah Schneider"
462,Sat,1:00 PM,4hr,Webster-FastTrack3,Fast Track,Panel,Targeted,Project Cosplay,"Fabrics, Pins, Imagination! Come make your own costume. Then, show off your creation in the Masquerade tomorrow if you want."," Kate Brick, Inanna Arthen"
463,Sat,4:00 PM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Welcome,Fun With Card Games,"Munchkin, Fluxx, Apples to Apples, and more!"," Jude Shabry, Scott Wilhelm"
464,Sun,1:00 PM,2hr,Webster-FastTrack3,Fast Track,Panel,Targeted,Project Cosplay: Props & Accessories,"Come make your own props to go with your Project Cosplay costume. Then, show off your creation in the Masquerade tonight.", Kate Brick
465,Sat,8:30 AM,1hr 15min,Webster-FastTrack3,Fast Track,Panel,Welcome,Geeky Play Date,"Looking to meet up with other parents and kids at the con? Geeky Play Date is a casual, drop-in space for you and your children. Kids can bring their favorite toys and make new friends! Parents can do the same! Please note: this is NOT a babysitting service/venue, plan on tending to your children. If you need to leave a Red-Ribbon Fast Track child for a 10am panel, you may do so after 9:45, and checking in with Fast Track staff.", Bey Woodward
466,Sun,8:30 AM,1hr 15min,Webster-FastTrack3,Fast Track,Panel,Welcome,Geeky Play Date,"Looking to meet up with other parents and kids at the con? Geeky Play Date is a casual, drop-in space for you and your children. Kids can bring their favorite toys and make new friends! Parents can do the same! Please note: this is NOT a babysitting service/venue, plan on tending to your children.  If you need to leave a Red-Ribbon Fast Track child for a 10am panel, you may do so after 9:45, and checking in with Fast Track staff.", James Cronen
467,Mon,8:30 AM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Welcome,Geeky Play Date,"Looking to meet up with other parents and kids at the con? Geeky Play Date is a casual, drop-in space for you and your children. Kids can bring their favorite toys and make new friends! Parents can do the same! Please note: this is NOT a babysitting service/venue: plan on tending to your children.  If you need to leave a Red-Ribbon Fast Track child for a 10am panel, you may do so after 9:45 and checking in with Fast Track staff.", James Cronen
468,Fri,5:30 PM,2hr,Hancock-FastTrack1,Fast Track,Panel,Targeted,Open Play Time,Meet other kids and the Fast Track crew as we warm up for the weekend.,
469,Sat,1:00 PM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Welcome,An Introduction to Magic: The Gathering,*Magic: The Gathering* is a collectible card game that has been around for over 20 years.  Come learn a bit about the game and try it out for yourself., Micah Schneider
470,Sun,10:00 AM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Welcome,Collectible Card Games,"Duel Masters, Yu-Gi-Oh, Magic: The Gathering, and more.  Let's talk about our favorites and show off our collections!", Micah Schneider
472,Sun,10:00 AM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Targeted,Short Story Contest,Do you have creative ideas that are just bursting to get out? Come and try your hand at writing a short story and submitting it to win a small prize!," LJ Cohen (m), Sara Codair, Inanna Arthen"
473,Sun,2:30 PM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Targeted,Spoon-A-Pults,Come and construct your own spoon-a-pult.,
475,Sat,10:00 AM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,"I've Got All the Balls in the Air , Now What?",Juggling for Kids; for both first time and experienced jugglers.," James Cronen (m), Jude Shabry"
477,Mon,10:00 AM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,Classic Playground Games,"Play some classic playground games with us! Red Light/Green Light, Mama May I, and Tag!", Forest Handford
478,Sun,10:00 AM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,Improv Theater Games For Kids,"Using exercises inspired by improv theater, New Games, and ""Whose Line Is It Anyway?"", we’ll play, pretend, and get random together. You’ll be surprised by how fast you can think and how creative you can be. No acting experience required, only the willingness to be silly.","  Gail Terman, Susan Weiner"
479,Sun,2:30 PM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,Children's Filk Concert,Filk! Sing-a-longs! Bring your voice!, Emma Caywood
482,Sun,4:00 PM,1hr 15min,Webster-FastTrack3,Fast Track,Panel,Welcome,Beyond Hogwarts: A Young Fan's Reading List,"Harry Potter was great, but there are a lot more fantasy and science fiction books out there for kids and young adults. What is out there for kids that doesn't insult the intelligence, but also doesn't fly over the heads faster than a Firebolt? ", Ken Gale
483,Sun,4:00 PM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Targeted,Learn to Knit,Learn to knit -- we provide everything!," Marnen Laibow-Koser, Kate Brick, Mildred Cady"
485,Sun,4:00 PM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Welcome,Balloon Cars,Come make a balloon car!,
486,Mon,10:00 AM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Targeted,Papercraft Workshop,Come learn how to create 3D art with just some paper!, Guillermo Zeballos
487,Mon,10:00 AM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Targeted,Quilting Basics,Learn how to take small pieces of fabric and put them together to make a doll-sized blanket or a teddy bear blanket., Kate Brick
488,Sat,10:00 AM,1hr 30min,Hancock-FastTrack1,Fast Track,Panel,Welcome,Make Your Own Wings,Come craft your own fairy or dragon wings to wear this weekend. ,
489,Sat,10:00 AM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Targeted,Duct Tape Roses,"Learn how to make roses out of duct tape! Feel free to BYO tape (2-3 colors), but limited colors will be available."," Kate Brick,  Gail Terman"
490,Sat,1:00 PM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Targeted,Science Experiments,Come participate in cool science experiments using common household materials., Stephen R Wilk
491,Sat,10:00 AM,1hr 15min,Webster-FastTrack3,Fast Track,Panel,Targeted,Swords of Chivalry,Hands-on swordsmanship lessons for kids.  Come use safe foam weapons to learn the skills a knight would have used!, Mr. Ferguson
492,Sun,10:00 AM,1hr 15min,Webster-FastTrack3,Fast Track,Panel,Targeted,Swords of Chivalry,Hands-on swordsmanship lessons for kids.  Come use safe foam weapons to learn the skills a knight would have used!, Mr. Ferguson
493,Mon,10:00 AM,1hr 15min,Webster-FastTrack3,Fast Track,Panel,Targeted,Swords of Chivalry,Hands-on swordsmanship lessons for kids.  Come use safe foam weapons to learn the skills a knight would have used!, Mr. Ferguson
495,Mon,10:00 AM,2hr 45min,Grand Ballroom A,Gaming,Participatory Event,Targeted,NERF Gun War,"Bring your NERF guns and plenty of ammo for an all-out NERF gun battle! Please note that protective eyewear is *Mandatory* -- bring goggles if you have them. A limited number of NERF guns and protective goggles are available for those who don't own any. Because of safety considerations, please do not bring modified NERF guns.", James Henderson  (m)
497,Mon,10:00 AM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Welcome,Pokemon TCG,Come learn how to play the Pokemon Card Game and battle with your friends!, Micah Schneider
498,Mon,11:30 AM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Targeted,Paper Rocket War,"Make paper rockets that are launched by blowing through straws.  Then try them in a multi-team elimination game, making and shooting rockets at targets.",
502,Sat,4:00 PM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Targeted,Dern Grim Bedtime Tales & Other Stories,"Gather 'round to listen to Daniel Dern read from his *Dern Grim Bedtime Tales (Few Of Which End Well) & Other Stories*, like ""The Boy Who Didn't Like His Food Touching Each Other"", ""The Girl Who Put Off Cleaning Her Room A Little Too Long, Oh No!"", ""The Girl Whose Mama Was A Kangaroo"", and his ever-popular ""If You Give A T. Rex A Cookie"".", Daniel P. Dern
504,Sun,1:00 PM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Welcome,Make your own Slime!,Its a simple recipe but lots of fun! Come make your own slime to bring hom. , Kristin Janz
505,Mon,11:30 AM,1hr 15min,Hancock-FastTrack2,Fast Track,Panel,Welcome,Last Day Open Play,Is there a craft you wanted to try or a game you wanted to play? Come join us for some last-minute fun before we say Goodbye to Arisia for this year!,
506,Sat,1:00 PM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Welcome,Magic Show: Daniel Dern,Come enjoy an exciting magic show by Daniel Dern. , Daniel P. Dern
508,Sun,4:00 PM,1hr 15min,Webster-FastTrack4,Fast Track,Panel,Welcome,Capture the Pokemon,"Bring your energy and excitement.  Be a Pokemon, and dodge, run and hide from the Pokemon trainers.  Then take your turn as a Pokemon trainer, and try to capture some Pokemon!",
509,Sun,10:00 AM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Welcome,Tubular friendship bracelet weaving,"Come learn to weave a friendship bracelet (or two!  Or three!) more quickly than the usual ""flat"" knot-tying method!  You can easily complete one in about 30 minutes.  Bracelets can have beads, dangles, be multi-color or monotone.  Your creativity will be your guide.  We will provide everything you need -- but if you have a special bead (or a few) with an opening of ~1/16-1/4"", feel free to bring them along so you can add them in.", melissa macintyre
510,Sat,2:30 PM,1hr 15min,Hancock-FastTrack1,Fast Track,Panel,Targeted,Wand Making Workshop,"Olivander was not available to come to Arisia this year, so young wizards and witches are invited to create a wand of their own design. We will use paint, a glue melting tool, and various decorations.  You are invited to bring small found objects (1/2"" or smaller), such as small stones, shells, beads, or other embellishments to personalize your creation.  Note: even washable paint can get messy, so parental participation is welcomed, especially for younger magical folk."," melissa macintyre, Inanna Arthen"
511,Sat,1:00 PM,1hr 15min,Bulfinch,Communities,Panel,Welcome,Is This Right for My Kid?,"Web sites like Common Sense Media help parents navigate media, from books to TV to movies to apps. Every kid is different, as is every family, and general website recommendations, ratings, or feedback from friends and family don't always match our needs. Panelists discuss how they figure out whether their child is ready, both for media they know well (like Star Wars) and things they may not (Minecraft YouTubers!), challenges they've faced, and times where further discussion was needed."," Bey Woodward, Michael A. Burstein, Ilene Tatroe, Nomi S. Burstein (m)"
512,Sun,1:00 PM,1hr 15min,Alcott,Communities,Panel,Welcome,Raising Future Adults,"Parents face a lot of criticism about ""kids these days"" and what the best way is to help them to grow into great adults. How do we navigate all the advice and criticism? Is “elf on the shelf” a form of gaslighting? Does reading Harry Potter help develop an awareness of social justice? Is paying kids to do chores a form of bribery? Parents and professionals discuss things that work and the potential impacts of some experiences. "," Alan Wexelblat, Bhadrika Love, Kate Kaynak (m), melissa macintyre, Kat Tanaka Okopnik, Eemeli Aro"
513,Sun,7:00 PM,1hr 15min,Marina 1,Communities,Panel,Not Allowed,Kink your Fandom (18+),"Panelists and audience members can suggest a fannish property (tv show, movie, book, comic, anime, etc.) and the panelists will discuss how it is kinky or could be kinked, answers could be fun or a more serious discussion of the motivations or actions of a character or a show. 18+ only."," Abigail Keenan, Max Impakt / Ask Kaylee Frye, Ian Randal Strock, Hannah Prum (Kirkette Cosplay) (m)"
516,Sat,10:00 PM,1hr 15min,Marina 1,Communities,Panel,Welcome,How do I Live This Life?,"Disability and chronic illness doesn't just ""get better."" At some point, we accept that we live with this for the rest of our lives, and figure out how to cope and enjoy what we have. We'll tell stories about the amusing and surprising things we see, and how we deal with it all."," Bekah Anderson, Heather Urbanski, Kate Wechsler, Tikva (raycho), Alan Wexelblat (m)"
517,Sat,1:00 PM,1hr 15min,Stone,Communities,Meetup,Welcome,Trans and Nonbinary Skill Share,"This meetup is for trans, nonbinary, and questioning individuals.
Come ask some trans folk about how they figured out they were trans, how they navigate difficult situations, handle dysphoria, etc.
Our panel won't have all the answers, and no one answer will solve a given problem for everyone, so we'll also be looking to the audience to give suggestions.
"," Forest Handford (m), Lee Clever Roberts, Brian Liberge"
518,Mon,11:30 AM,1hr 15min,Adams,Communities,Panel,Welcome,Ask a Trans Person,"Do you have questions you'd like to ask a trans person? For example, ""what is body dysphoria like?"" or ""how can I support a friend who is trans and closeted?"". We can't speak for all trans people, but we can be a few individuals who answer some questions. 
Questions will be submitted on cards, anonymously, at the beginning of the session. 
Please no recording devices at this panel - we'd like to be able to give frank, honest answers, which requires some privacy for our panellists."," Aran P. Ink, Lore Graham, Sioban Krzywicki (m), Penny Wilhelm, Renie Jesanis, LB Lee"
520,Fri,8:30 PM,1hr 15min,Faneuil,Communities,Panel,Welcome,Sexuality and Gender Trends in Acceptance,"Acceptance of sexuality and gender seems to be gradually spreading, albeit with a lot of pushback in some quarters.  This panel will look at the state of things in various subcultures as well as the larger society, and examine how things are changing."," Aisha L Cruse, Brent Weichsel, Forest Handford, Bhadrika Love (m)"
522,Sat,10:00 AM,1hr 15min,Otis,Communities,Panel,Welcome,Inclusive Feminism,"Many traditional feminist causes have focused on the needs of mostly white, cisgender, able bodied, affluent women. This population still experiences sexism, as we routinely hear from the likes of Taylor Swift, the focus on their needs is often done at the expense of women of color, trans women, disabled women, and women with less privilege. How do we fix that? What can feminists do to make their spaces and advocacy more inclusive? Let's reframe our thinking to be more mindfully intersectional."," Bekah Anderson, Abigail Keenan (m), Marzell Barker, Kat Tanaka Okopnik, Forest Handford, Vivian Abraham"
523,Sun,10:00 PM,1hr 15min,Marina 1,Communities,Panel,Not Allowed,Introduction to Kink (18+),There are a lot of different ways to practice Kink & BDSM. How can you get into it without getting in over your head? What can you do to stay safe while experimenting and exploring your own limits? We'll go over a few do's and don'ts so you can find new ways to explore sexuality. 18+ only.," Max Impakt / Ask Kaylee Frye, A. Szabla, Marzell Barker (m), Abigail Keenan, Tikva (raycho)"
524,Sun,7:00 PM,1hr 15min,Marina 3,Communities,Panel,Welcome,Effective Advocacy for Geeks,"Many of us care passionately about social and political causes, but don't know how to act on our passions. Some of us have little money, constrained time, physical limitations or other barriers. How can we act effectively on causes we care about? What are good organizations that we should look into for donating our time and money? How do we know what kind of commitment will be required for social or political action (e.g., a march or protest) and whether that fits within our limitations?","Amos Meeks (m), Emperor Joey-1, Meredith Schwartz, Kate Wechsler, John G. McDaid"
525,Sat,8:30 PM,1hr 15min,Marina 1,Communities,Panel,PG,Shame on Slut-Shaming,"Slut-shaming is the act of treating people, often women, as inferior or shameful for engaging in sexual behaviors that deviate from the norm, failing to uphold gender expectations, dressing in provocative ways, acquiring access to birth control, or even for being sexually assaulted. We'll seek to examine the sociological stress this places on people, where it comes from, and how it serves those in positions of power, as well as what can be done to change these behaviors. "," Abigail Keenan, Melissa Perreira-Andrews (m), Tammy Coxen, Marzell Barker, Ken Kingsgrave-Ernstein"
526,Fri,5:30 PM,1hr 15min,Otis,Communities,Panel,Welcome,Fandom and Disability,"Many fans have disabilities, and they aren't always apparent. Stigma, especially around mental illness keeps many people from seeking the assistance they need. What can conventions do to make sure every fan gets the full convention experience? What can all fans do to help their fellow fans who need it? How can we, as attendees and organizers, make our conventions more welcoming and inclusive?","  Gail Terman (m), Bekah Anderson, Tikva (raycho), Kate Wechsler"
527,Sun,1:00 PM,1hr 15min,Douglas,Communities,Panel,Welcome,Proper Pronouns Matter,"Most of us were taught that gender was binary: he/she. We live in a world that has a much wider spectrum of people and genders. Let's discuss the variety of pronouns used today, why it is important to use them properly and respectfully, and why increased awareness of gender and related pronouns can create a greater sense of welcoming community."," Brent Weichsel, Aisha L Cruse, Lore Graham, Nomi S. Burstein (m), Andy Rosequist, Aran P. Ink"
528,Sat,1:00 PM,1hr 15min,Otis,Communities,Panel,Welcome,How to Be Inclusive,"Outreach and diversity is awesome! People from different communities have returned to your con, or come for the first time. Now what? We'll discuss strategies to foster an inclusive community, how to create connections, and how to support each other to help facilitate a true sense of community."," Andy Rosequist, Genevieve Iseult Eldredge, Kat Tanaka Okopnik, Abigail Keenan (m)"
529,Sun,8:30 PM,1hr 15min,Marina 1,Communities,Panel,Welcome,Polyamory in Theory and Practice,"Once you've learned the basics, how do you make polyamory work in the real world? In this panel, we'll tackle some of the harder questions, such as: How do you deal with different privilege levels? Should you? How can you find people whose polyamory styles are compatible with yours? What if my partners don't like each other?"," Aisha L Cruse, Amos Meeks (m), Kate Wechsler, Micah Schneider, Mildred Cady"
530,Sat,10:00 PM,1hr 15min,Adams,Workshops,Workshop,Not Allowed,Rope Fundamentals (18+),"In this introductory rope bondage demonstration, learn the fundamentals of rope safety along with basic knots and standard techniques. No matter your experience or skill level, it’s always important to brush up on the basics! 18+ only. Sign up in Program Nexus. Limit: 20.", Abigail Keenan (m)
531,Fri,10:00 PM,1hr 15min,Faneuil,Communities,Panel,Not Allowed,BDSM for ALL (18+),"Kinksters come in all types, but not all of us are represented at the local dungeon. How can we modify and accommodate all kinds of play to be accessible? Come connect with members of the community as we address differing health and ability levels, discuss ways to create safer spaces for marginalized participants, and find new ways to be inclusive. 18+ only."," A. Szabla, Abigail Keenan, Max Impakt / Ask Kaylee Frye (m), Tikva (raycho)"
534,Mon,10:00 AM,1hr 15min,Lewis,Communities,Meetup,Welcome,Celebrating Dr. King,"With Dr. Martin Luther King Jr.'s connections to science fiction, it's fitting that Arisia shares the weekend that celebrates his birthday and his contributions to our world. Join us as we celebrate his legacy. Talk about his connections to science fiction.  and discuss what it means to bring his vision of the future into the worlds we imagine and the communities we build.", Diana Hsu
536,Sun,8:30 PM,1hr 15min,Otis,Writing,Panel,Welcome,Let's Write Together!,"Collaborative fiction writing and shared world fiction continue to hold a fascination for speculative fiction writers. From the mosaic novels of the George R.R. Martin’s Wild Cards series to the innumerable collaborative fiction projects started online, what should writers know before jumping into shared world narratives? This panel will include discussions of techniques for collaborative fiction writing and common pitfalls."," Cadwell Turnbull, Timothy Goyette, Tanya Gold, Naomi Hinchen, Steve Popkes (m)"
537,Sat,10:00 AM,1hr 15min,Douglas,Writing,Panel,Welcome,Economic Speculations,"How do writers depict worlds with progressive values and economics focused on social betterment, not simple profit? Panelists will explore alternate economic systems (gift-based economies, worker cooperatives, solidarity-based economies to name a few) and how to portray these alternate economies in ways that engage readers’ imaginations."," Cadwell Turnbull, Brent Weichsel, Alexander Jablokov (m), Kristin Janz, Sara Codair"
539,Fri,7:00 PM,1hr 15min,Marina 1,Media,Panel,Welcome,Our Mr. Whedon,"From 1997-2010, you could reliably find at least one Joss Whedon-created show running on network TV at any given time. He'll return soon with The Nevers, another story of strong women with super powers. However, in the decade since Dollhouse went off the air, Whedon's standing as a feminist ally has taken some hits. Are we ready to welcome him back? We'll look at the running themes in Whedon's works with an eye toward reconciling them with the disillusionment some of his fanbase has experienced."," Ari Donnelly, Emma Caywood, Karen S., Sol Eidan Houser, Marianna Martin PhD (m)"
540,Mon,10:00 AM,1hr 15min,Otis,Communities,Panel,Welcome,Teaching Consent,"Negotiating consent, setting your own boundaries, and respecting others is a critical life skill that touches all areas of life, academic, professional, personal. Let's talk about age appropriate ways to talk about consent with children from conversational skills (turn-taking and topics) to creating rules in collaborative or competitive play."," Michelle Wexelblat, Bhadrika Love, Nomi S. Burstein (m), Kat Tanaka Okopnik"
541,Sat,2:30 PM,1hr 15min,Otis,Communities,Panel,Welcome,"Manners, Discourse and Privilege","Manners and politeness are tools for social gatekeeping, designed not to include people, but to exclude them. Tone policing, calls for logic and civility are regularly used to silence marginalized people. Let talk about how we can have important conversations, when it is important to give space to discussions, and when it is important to close down discussion, for the safety and well being of marginalized people. "," Bekah Anderson, etana (m), Kat Tanaka Okopnik"
542,Sat,4:00 PM,1hr 15min,Faneuil,Communities,Panel,Welcome,Fans on the Spectrum,"There are many people in the fandom community on the Autism Spectrum. We're here to discuss the range of challenges to participation at conventions, and look at some ways conventions can innovate to be more inclusive and welcoming."," Dr. Jim Prego, Reuben Baron, A.J. Odasso (m), Kate Kaynak, Tori Queeno"
543,Mon,10:00 AM,1hr 15min,Marina 4,Art & Maker,Demonstration,PG-13,Drawing Demo- Charcoal,"Demonstration of drawing technique with charcoal, with our Guest of Honor, Kristina Carroll. ", Kristina Carroll (m)
544,Mon,1:00 PM,1hr 15min,Faneuil,Communities,Panel,Not Allowed,Sex Talk: In & Out of the Bedroom (18+),"You love your partner, however, things could be... a little easier in the bedroom if maybe you could talk about what you want. We'll discuss how to be open when it's excruciating to start the conversation, share stories of overcoming these hurdles, and offer resources so you can learn how to grow in your own confidence.  18+ only."," A. Szabla, Tikva (raycho), Max Impakt / Ask Kaylee Frye, Ben Silver (m)"
545,Sun,5:30 PM,1hr 15min,Marina 4,Communities,Panel,Welcome,Relationship Basics,"No matter your relationship structure the keys to happy, healthy relationships are similar and every so often we could all benefit from a little refresher. What are the secrets to good relationships? Come learn about ways to make your relationship(s) better."," Aisha L Cruse, James Cronen, Marzell Barker, Kris ""Nchanter"" Snyder, Abigail Keenan (m)"
546,Fri,7:00 PM,1hr 15min,Douglas,Communities,Panel,Welcome,Polyamory Basics,"New to polyamory? Interested in exploring polyamorous relationships, or just want to find out what it's all about? This panel is the one to start with! Our panelists will discuss the different kinds of polyamory, the kind of open dialogue necessary, and share insights from their experiences.
"," Ben Silver,  Gail Terman, Kris ""Nchanter"" Snyder (m), Mark W. Richards"
547,Sat,4:00 PM,1hr 15min,Stone,Meetups,Meetup,Welcome,Fans with Disabilities Meetup,"Being disabled in fandom has its ups and downs. Some things are more accessible in fan spaces; others still need a lot of work. Come relax with some fellow disabled folks in a low-stim environment, and tell us how your con experience is going. Rants welcome.", Bekah Anderson (m)
548,Mon,1:00 PM,1hr 15min,Stone,Meetups,Meeting,Only w/ Parent,Scale Modeling the Fantastic: Real and Fictional,"Come meet other people interested in SF/F and real space modeling.  Get greater detail about the hobby, find out about local resources, and discuss the specific kind of work we do (real space, specific shows, dinos, Lego, scratch-building, etc)", Guillermo Zeballos (m)
551,Sun,10:00 AM,1hr 15min,Lewis,Meetups,Meeting,Welcome,Pokemon Go and Wizards Unite Meetup,"This is two meetups in one: Harry Potter Wizards Unite and Pokemon Go. Come meet other players.  Make new friends.  Coordinate group activities, and share strategies and stories.  All affiliations and levels are welcome!"," Lena G., Cate Schneiderman (m)"
